Id,Date and Time,Location,Category,Admin close out comment,Sentiment
2910BA03-D44D-405F-A2EE-291E8050E076,2023-03-23 07:26:57.500,"51.848045978892955, 0.7235962968892761",Safety - Practice (doing something outside the other categories),NULL,Hazard
84C00D99-D211-458D-AC2E-294D98DB24E8,2022-03-03 08:46:13.243,"51.84804078593786, 0.723703740521276",Safety - Practice (doing something outside the other categories),Good practice,Good Practice
716200AF-7149-4184-9A38-296EFBB98F15,2023-02-27 14:56:49.330,"51.5252, -0.115",Safety - Practice (doing something outside the other categories),NULL,Hazard
D8DC08AA-80CD-4DD7-B6AB-28851A71ADC1,2022-02-23 08:08:50.883,"51.5116048944034, -0.08658024248119696",Environment - Resources (energy/water/material),Good practice,Good Practice
6FFA188B-81D2-4460-ADFB-29D6F0855FC4,2023-05-09 15:51:39.213,"51.84762416181494, 0.72284065666953",Safety - Practice (doing something outside the other categories),NULL,Good Practice
EDAD579B-36CE-479F-BF61-2BD256A09FD0,2023-07-12 15:39:11.753,"51.84794201006049, 0.7232804781260649","Safety - Plant, Equipment & Tools",NULL,Hazard
F4356A3D-0AA0-4B82-BCDC-2BEF2512D1AF,2023-05-11 07:55:29.700,NULL,"Safety - Slip, Trip or Fall on same level",NULL,Hazard
4AE781A2-5D80-4B97-9F9D-2BF0D7B60369,2022-05-17 07:48:04.287,NULL,Safety - Housekeeping,Reported  to works manager,Hazard
6115A8D9-C0B7-4547-9BDD-29EF518EE0C5,2023-04-07 06:14:29.887,"51.8514868, 0.7320837",Safety - Housekeeping,Heaters left on to maintain a constant temperature and conserve energy by not switching on and off,Hazard
EE75E3E4-4969-458E-A85C-2A3FE44AD6A7,2021-11-25 11:15:46.000,"51.842100988888106, 0.7141487689434456",Health - Other Health Issues,Hand rail tightened up,Hazard
B0BC2D02-21E5-4D30-AE54-2A6878F00D47,2023-01-21 15:12:35.137,"51.8452746, 0.7221321",Environment - Land Contamination,"Belong to Chevron, have been picked up and placed in stores",Hazard
D8500822-6E2C-4FF8-9D0C-2A7F59CEB982,2022-11-01 10:35:12.000,NULL,Environment - Resources (energy/water/material),NULL,Hazard
FD99DDB3-C091-4ED3-BCF2-2A87C670DE6E,2022-08-11 15:49:29.437,NULL,"Safety - Procedural (RAMS, Permits, Process etc.)",RAMS are sent to the environmental team for review,Hazard
0E96E150-8B0D-41A6-A090-2AEB26F40AEB,2023-01-05 16:35:43.000,"51.84686288227996, 0.7254134854326866","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
F15E5618-2498-4174-ABBA-2B275EA502B0,2023-02-24 11:33:29.000,"51.847487049544995, 0.7240819865552517",Environment - Waste Management,NULL,Hazard
30F23306-22E5-429D-AC4C-2CF9A8D6D568,2022-04-27 23:27:50.000,"51.848043803188325, 0.7242403002823394",Safety - Plant/Vehicle movement & People Interface,,Hazard
01BA8F94-471F-4253-B747-2D00AFA30B71,2022-06-28 14:15:27.123,NULL,Quality,NULL,Good Practice
B221C42F-87D7-42A2-A0BC-2D743DD12BF1,2023-05-30 07:00:22.000,NULL,Safety - Excavations & Confined Spaces,Staff Briefed,Hazard
DE64A79A-ECED-4401-9348-2DBE53CC65F0,2022-12-06 07:55:51.000,"51.847498168501545, 0.723984965331117",Safety - Welfare Facilities,NULL,Hazard
9ED1B240-304D-4830-821D-2DE7F43690F4,2022-01-19 15:09:42.430,"51.51158177122086, -0.08668970941574372","Safety - Slip, Trip or Fall on same level",NULL,Hazard
989878C9-F763-4DF7-A78E-2E0BA1D2CC1B,2022-11-29 14:35:24.480,"51.848331, 0.723624",Environment - Pollution - Water course,NULL,Good Practice
15762C40-B5E5-4DF7-AEAF-2E3D327B432F,2022-11-05 09:12:39.150,"51.847475, 0.7231917",Safety - Housekeeping,NULL,Hazard
C0BDD859-B7A9-4D07-B996-2EF929B5B1F8,2022-02-09 09:47:51.203,"51.847778765497196, 0.7238207809850383",Environment - Resources (energy/water/material),"Good practice ",Good Practice
98315480-0C50-4502-8F57-2F35070C0B42,2021-11-12 09:07:36.623,"51.848115493617584, 0.7236892487696502",Safety - Unknown Services,Good practice,Good Practice
0AD0D118-B1D9-4E8A-B259-2F3DC952DB8F,2023-07-12 06:47:27.697,"51.848331, 0.723622",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
A7ED0F76-0480-4DA1-9F73-2F473C785D2E,2023-01-21 06:03:28.743,"51.8419872, 0.7197885",Safety - Third Party / Public,"Site operative has re-attached sign ",Hazard
1AC9F701-4BA6-4C6A-9706-2B7143259D39,2022-03-30 14:14:12.947,NULL,Safety - Housekeeping,Good housekeeping,Hazard
AAF981B9-8DBC-4FB5-8EE1-2C37B65D1993,2022-10-26 14:25:07.697,"51.510194835453625, -0.08604195122936663",Environment - Resources (energy/water/material),NULL,Hazard
D9C86B74-7D21-4E14-BB06-2C73E672DF1F,2022-06-14 10:23:16.000,NULL,Environment - Resources (energy/water/material),NULL,Good Practice
0624AA4B-0BA0-4987-87A8-2F5526A58AC1,2021-11-08 12:29:34.000,"51.847917938946445, 0.723638904446943",Safety - Housekeeping,Member of staff reminded by works manager to tuck cords over the rubber holders in future,Hazard
4E6DCC77-090B-490B-972A-2FEA60C2D10F,2023-04-27 15:12:57.290,"51.84693640617671, 0.7238240515110883",Safety - Material Storage and Movement,NULL,Hazard
38A210B4-CF28-4FDD-B439-3044DC6A77B5,2023-05-31 15:50:22.210,"51.84806392443, 0.7229947683453508",Safety - Practice (doing something outside the other categories),NULL,Hazard
22676337-B281-47CD-B839-30A6DB137B29,2022-07-12 15:31:18.000,NULL,"Safety - Conditions (Weather, Ground, Water way etc.)",Air con units being sourced,Hazard
CFFB7E0D-046A-4C03-9F33-3180B7CB90B5,2023-01-31 16:40:30.573,"51.847991863020916, 0.7235977586843312",Safety - Housekeeping,NULL,Good Practice
170A4391-9EB4-4756-B9AA-31E928DD065D,2022-08-16 15:51:51.430,"51.84753330819644, 0.7230233912861551","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
E0D7EDF3-E5E3-47F9-BFD9-323F958C9F48,2023-03-23 13:04:05.423,"51.8480277280896, 0.7236368129775923","Safety - Procedural (RAMS, Permits, Process etc.)",Site poster have been updated with the information on A12 charities,Hazard
5E0C4C24-961B-4491-BBCB-32DFEC44D902,2022-03-09 14:13:37.173,"51.51174343814141, -0.0866819458396618",Environment - Waste Disposal (Compliance),Good practice,Good Practice
8D012434-64FF-4FA5-9B47-32F7FABC65E7,2022-11-29 14:33:12.407,"51.848331, 0.723624",Environment - Archaeology / Heritage,NULL,Good Practice
075AAA25-C3BC-4B14-9807-3321315612DC,2023-03-01 11:34:08.000,"51.84786367171473, 0.7234875885817305",Safety - Practice (doing something outside the other categories),NULL,Good Practice
138C7EE2-4DB1-4DCB-9B93-335D0EEA1CCE,2023-07-06 15:28:51.300,"51.84783897252459, 0.7237157215273848","Safety - Plant, Equipment & Tools",NULL,Good Practice
CF245438-1369-44A7-8C31-33AAD3B143FE,2022-01-31 15:37:28.670,NULL,Health - Other Health Issues,Good practice,Good Practice
231C2388-6C65-4061-8348-34BA1BE5F096,2022-03-29 11:03:10.000,"52.227791, -0.289617","Safety - Procedural (RAMS, Permits, Process etc.)",Good practice,Good Practice
E10D4C79-1FC3-490E-AECE-359D6569B641,2022-09-01 15:10:00.077,"51.83304208904174, 0.6993047172901434",Safety - Housekeeping,NULL,Good Practice
37CA1B18-165E-49F5-AB1F-35AA320A2B17,2022-11-03 07:36:12.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Hazard
1AAE6124-6852-4C03-AA12-35BA4275D6C2,2023-06-14 15:39:51.233,"51.84793886893354, 0.7234243215262159","Safety - Plant, Equipment & Tools",NULL,Good Practice
7EB03483-BC1F-46E9-95C6-34E2A487F02D,2022-10-11 08:10:08.863,"51.847998357195756, 0.7236298051603027",Environment - Waste Disposal (Compliance),Bins have been re-labelled to make this clear,Hazard
5B96D20E-9F24-4717-9417-3582E3E01388,2021-09-29 15:02:56.970,NULL,"Safety - Plant, Equipment & Tools",NULL,Hazard
EA3D7EB5-FD72-4E56-9263-359A59618AF3,2023-05-18 10:13:37.850,"51.847978989145524, 0.7236377574705336",Safety - Practice (doing something outside the other categories),Staff briefed,Good Practice
43F11A60-4FDB-43D7-9126-35B48B346420,2022-07-26 08:10:00.723,NULL,"Safety - Plant, Equipment & Tools",Yard manager has swapped the table over,Hazard
5DE12FAC-6C72-41BF-B81E-35D6B70A9CD9,2022-09-07 13:35:16.720,"51.84803189083256, 0.7236655296303945",Environment - Pollution - Noise,Toolbox talk given,Good Practice
C3C1B890-8A24-4B78-9E9E-366E88E89CED,2022-03-30 13:24:07.920,"51.8476055254633, 0.7237544832261955","Safety - Slip, Trip or Fall on same level",Good practice,Hazard
F1C49F58-5462-4A42-8593-36CF059BBE05,2022-06-28 14:15:43.807,"51.84801134474336, 0.7236073002744926",Quality,NULL,Good Practice
E123016D-5E91-430F-8EFF-37656092A79B,2022-10-08 06:18:36.113,"51.8482412, 0.7240327",Safety - Housekeeping,Sensor to be looked at,Hazard
E29D3E89-5C14-4C2F-9CE0-37764B8EE22B,2022-06-28 13:58:21.837,"51.84801134474336, 0.7236073002744926",Safety - Housekeeping,NULL,Good Practice
18E8CF1B-5C27-47CB-BF20-37C1001840A8,2022-04-28 08:16:47.353,"51.51007867743869, -0.08611280164470235",Safety - Housekeeping,NULL,Hazard
6E61D9AF-1EB3-4AAE-BEFC-37DB96913946,2022-04-25 12:53:42.027,"51.84803051182516, 0.7236879799127265",Environment - Resources (energy/water/material),NULL,Good Practice
FE231164-8BFE-4434-88A4-384A4902B5E6,2022-11-03 07:33:37.000,"51.848346, 0.723643",Safety - Housekeeping,SE made safe,Hazard
2259CD83-E911-46C8-9CB1-3A2162AF3EDD,2023-05-31 11:30:52.000,NULL,Environment - Waste Management,NULL,Good Practice
81D737FB-4DA6-4081-AAB2-3A3DBE9D0AD9,2023-06-20 15:33:34.423,"51.846460915550665, 0.7226530897401018",Safety - Practice (doing something outside the other categories),NULL,Good Practice
AA4D5940-C1E4-4CDA-9C26-3A417E883E1B,2022-11-08 07:28:55.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Good Practice
644F542E-A0B3-4B72-8AF3-3A53F7D63285,2023-01-24 12:12:36.000,"51.84804173734124, 0.7241000818423204",Safety - Practice (doing something outside the other categories),NULL,Good Practice
C3CF4EEF-1FA3-49BA-BC0A-43BD9986170D,2022-12-02 17:29:55.000,"51.848377, 0.723697",Safety - Housekeeping,New lights fitted to cover the dark spots in the car park,Hazard
9BC879A9-BC72-4A16-8499-4AB22217C6A5,2022-10-15 06:23:22.403,"51.844298, 0.7198483",Safety - Housekeeping,Window left open for fresh air,Hazard
22D28C30-DF82-4CCE-B69C-50B20DF731EF,2022-03-09 14:17:22.030,NULL,Environment - Waste Management,Management team to investigate,Hazard
06E131CD-85E7-4A71-AF6F-3A71210E68A6,2022-06-01 10:20:40.287,NULL,Safety - Unknown Services,NULL,Hazard
4541BFA5-D13A-4995-8BA4-3A7FB611C67D,2022-10-25 10:47:13.513,"51.84800900857859, 0.723694135556304","Safety - Slip, Trip or Fall on same level","Works manager speaking to Jacobs staff ",Hazard
321773B4-A740-4291-8398-3B49C790F864,2022-12-10 08:29:09.587,"51.8482783, 0.7240717",Safety - Housekeeping,"Soil Engineering informed - these cabins will be leaving site this week ",Hazard
4C081581-AC11-47ED-874E-3B7516849A57,2022-09-08 10:02:28.463,NULL,Health - Other Health Issues,NULL,Good Practice
ED28302B-6AF0-400D-8643-3B8C5D4619D1,2022-07-29 15:11:41.697,NULL,Safety - Housekeeping,NULL,Good Practice
AB16A7B6-ED5C-4717-94B4-3BBDC7B1622D,2022-11-29 14:54:58.610,"51.848331, 0.723624",Environment - Resources (energy/water/material),NULL,Hazard
60352970-9981-44BA-8F48-3BCF811CD0A4,2022-09-07 13:32:20.623,"51.847986518453986, 0.7238277979201859",Environment - Resources (energy/water/material),NULL,Good Practice
CF460586-82E9-4B78-BC87-3BF3BC0BE7A5,2022-05-27 00:48:11.697,"51.8468928, 0.7274447",Safety - Unknown Services,Reported to National Highways,Hazard
7A58EC50-6FA0-408F-A737-3C5DE0439E8C,2022-05-19 10:08:12.643,"51.51016333194773, -0.08606552508574226",Environment - Waste Management,NULL,Good Practice
7D385F5F-E7DB-42A4-B94A-3C631A622059,2023-02-11 07:22:04.833,"51.8436424, 0.7190785",Environment - Resources (energy/water/material),Daily opening and closing of induction room has been passed over to the site supervisor,Hazard
C4BB6A83-5BBD-46AF-825C-3C987702E9BD,2022-08-25 15:47:02.050,"51.847537336963555, 0.722992996677267",Health - Other Health Issues,Has been checked and the moisturiser is checked and filled by our site cleaner,Hazard
A3D250BF-04B8-4665-9189-3CA94FC234F6,2023-04-20 06:25:25.000,"51.84816271359713, 0.7246004539920348",Safety - Practice (doing something outside the other categories),NULL,Good Practice
12B89B43-0549-48F7-B622-3875530A8F88,2022-06-06 06:54:31.360,"51.847907926557674, 0.7236168976598755",Environment - Waste Management,NULL,Hazard
ADE72C9C-6311-491C-9733-3912852F90E9,2022-11-22 12:23:55.487,"51.51005114261266, -0.08612430463655527","Safety - Conditions (Weather, Ground, Water way etc.)",Heaters have been ordered,Good Practice
037C02CA-B485-4C82-8EDE-392AF1529CD6,2022-11-07 09:37:05.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Hazard
236D3F3F-21AE-42E0-A9CF-393E2C6F2AE8,2023-07-04 15:30:02.453,"51.84790277642498, 0.7234177210948944","Safety - Plant, Equipment & Tools",NULL,Good Practice
CB93DE9A-8668-4F59-9A75-398AF3865C74,2022-04-25 13:00:33.367,"51.84816379138462, 0.7238758384116359","Safety - Electrical Safety ",Good practice,Hazard
ACA8292F-F6BB-4847-939E-3D4F2E087BA1,2022-05-17 10:57:02.533,"52.227787, -0.28967",Health - Other Health Issues,NULL,Good Practice
70FA05CA-2CD5-4FF4-AD81-3D62375A3016,2022-09-11 10:18:47.507,"51.8476283, 0.7234917","Safety - Plant, Equipment & Tools",NULL,Hazard
EE5A652B-2034-4093-BD37-3D654548B85C,2023-03-28 14:18:18.000,NULL,Environment - Resources (energy/water/material),NULL,Good Practice
546AC7D7-2015-4497-A8C7-3ACEB2BDE20C,2023-06-22 12:45:57.000,"51.5098, -0.0901","Safety - Plant, Equipment & Tools","Checks carried out on ford tipper BT21 YOR to confirm that exhaust works fine after producing excessive smoke, smoke was just result of DPF cleaning operation.",Good Practice
C31F317A-F9D9-48FB-86EA-3D7B80804610,2021-09-10 10:43:56.073,NULL,Safety - Unknown Services,NULL,Good Practice
FE1E5BA4-E122-4C63-8B1C-3E01E04ACB1F,2022-08-12 13:46:42.087,NULL,Quality,NULL,Good Practice
1B5B656B-EE78-4807-A667-3E158920AAA7,2023-06-19 07:58:51.010,"51.84799439603841, 0.7236426805848213",Safety - Practice (doing something outside the other categories),NULL,Hazard
CE29F4F8-7E80-4A5A-99D3-3E2D03AFC78B,2023-03-20 08:50:01.000,"51.848423, 0.723764","Safety - Slip, Trip or Fall on same level ",Staff briefed to watch out for slips trips & falls,Hazard
47AFF444-186B-42A6-96E3-3EA411ACD12E,2023-06-27 14:16:09.550,NULL,Safety - Plant/Vehicle movement & People Interface,New pedestrian crossing has been made to get access to company vehicles car park,Good Practice
FE6AE8BB-144C-4227-B908-3EEBC67D1C67,2022-08-02 13:50:24.213,NULL,Safety - Plant/Vehicle movement & People Interface,"Jay to check every day ",Hazard
D2858329-3C93-466E-855F-3F7D618BE051,2022-04-25 19:51:09.947,NULL,Environment - Ecology and Vegetation,NULL,Good Practice
B3B39CBA-EF53-4FCB-9DDF-3FBE3CCE459A,2021-08-25 13:31:13.007,NULL,Quality,NULL,Good Practice
F767F9BB-2716-4D7F-AD70-3FE4345A43CD,2022-08-04 14:06:27.420,NULL,Environment - Archaeology / Heritage,NULL,Good Practice
4473BBF2-6349-435E-BE39-3FEC14747A70,2022-10-11 08:11:14.257,"51.847998357195756, 0.7236298051603027",Environment - Resources (energy/water/material),NULL,Good Practice
BFA23E47-A566-41DD-82EE-4000D05A33F5,2023-06-05 15:49:55.880,"51.848347, 0.723651",Environment - Ecology and Vegetation,NULL,Hazard
01796C30-ED11-4223-985D-41E8411EC34F,2021-08-26 08:26:13.487,NULL,Safety - PPE,NULL,Good Practice
B0F014BE-599E-4079-B5C1-42D554333890,2023-06-27 14:14:02.953,NULL,Safety - Excavations & Confined Spaces,NULL,Hazard
2B7EDF25-3BB3-4396-9C0A-4325A73D7ABF,2022-09-01 20:09:28.000,"51.83272872424958, 0.6998836623340088","Safety - PPE ",All reminded of correct PPE to wear,Hazard
E536B282-15AC-4490-A0A7-420EBB973336,2022-12-13 16:16:11.540,"51.84780041901689, 0.723104815288309",Safety - Housekeeping,NULL,Good Practice
FBB833A1-D2D1-4193-BF6C-40014D95ECFA,2022-11-29 14:53:45.543,"51.848331, 0.723624",Environment - Resources (energy/water/material),Using plastic  ones up to save waste before new paper cups are put in the canteen,Hazard
F4FEDEE5-EB18-443C-A350-4033C3A8E52B,2023-03-10 10:54:26.000,"51.84832843324026, 0.7269475852667329",Safety - Practice (doing something outside the other categories),Site supervisor and operative fill in as and when the pot holes appear,Hazard
95D22291-BC29-4798-89CF-4033F7A5E9E6,2022-02-05 09:10:29.000,"51.84773702362512, 0.7247311454787475",Safety - Welfare Facilities,"Stop/switch it off posters printed, laminated and displayed around site",Hazard
0FD5B6A9-4793-438A-9E8B-40A7D3CF3038,2022-07-28 14:12:37.797,"51.84798082111162, 0.7236089175009232",Environment - Ecology and Vegetation,NULL,Good Practice
F5731B86-D289-446D-9138-40F2BFC51EB0,2022-04-29 09:24:16.177,"51.84803051182516, 0.7236879799127265",Safety - Practice (doing something outside the other categories),Raised with SLT,Hazard
EABF6EB8-E5BA-4BB3-9416-41811512E220,2023-01-14 07:16:42.420,"51.845607, 0.7217643",Safety - Welfare Facilities,"Anglian water quality scientist attended site, carried out tests and found no issues",Hazard
FEC3025F-0B91-4BCB-95A8-4194134729CB,2021-11-26 10:00:19.000,"51.84790612537706, 0.723850776198911","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
45BEDCE4-888B-449D-8DF4-41D249DB0B2C,2023-03-03 16:31:10.227,"51.84715274425386, 0.7241953375981236",Safety - Practice (doing something outside the other categories),NULL,Hazard
D32A208D-22C8-4209-A70F-41DD041E2519,2022-10-26 08:28:27.000,NULL,Health - Other Health Issues,NULL,Good Practice
3D12DEED-B081-4938-9A21-4341311B8DBB,2023-01-27 16:10:19.613,"51.84800787040665, 0.7236174357973607",Safety - Practice (doing something outside the other categories),NULL,Hazard
D695C6D8-CA1A-4CC5-B115-43C8055B6532,2022-05-26 07:30:17.130,"51.84783272955289, 0.7236259863366611",Environment - Archaeology / Heritage,Good practice,Good Practice
292498D4-7366-4B36-9DA9-43E0C9E4B4D6,2021-07-13 16:12:32.527,"53.480759299999995, -2.2426304999999997","Safety-Procedural (RAMS, Permits, Process)",This is a Test,NULL
39C82131-53C7-4A7A-9759-445099E5D934,2023-04-20 08:52:17.000,"51.8477894881547, 0.7240272555649518",Safety - Practice (doing something outside the other categories),NULL,Good Practice
1D5EC9EC-7F02-4228-A017-50EAE6A634D3,2022-09-23 18:27:59.000,"51.529406, -0.138222",Safety - Housekeeping,NULL,Hazard
5D8A6C02-7B12-4A16-90B2-54DA4936C17D,2022-07-06 14:55:01.517,"51.8481928, 0.7239504",Safety - Traffic Management / RTA,NULL,Hazard
782C68E4-F00C-4C0B-8FB8-54FFF60FDCCA,2022-11-05 07:16:49.290,"51.8483067, 0.7238033",Safety - Welfare Facilities,NULL,Hazard
1D7B159A-E409-47F3-86BA-44A74856B6C7,2023-01-26 12:00:03.000,"51.84799173584295, 0.7245335810093634","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
132E194B-DD65-4492-BB11-44FA9CFA4DEB,2022-05-10 09:38:44.000,"51.5179, -0.0573",Environment - Resources (energy/water/material),NULL,Good Practice
5350BFAB-9EDC-41C1-8202-4500D24691B4,2021-10-26 09:24:10.233,NULL,Safety - Housekeeping,NULL,Good Practice
B109CA17-9EE9-4A39-9EA6-453CC59F7F65,2022-04-06 12:00:02.183,"51.847968300847775, 0.7235298705109255",Environment - Waste Disposal (Compliance),NULL,Good Practice
95DE605B-40CB-45C9-9CB0-45DD05D5D2A7,2022-11-29 14:38:10.553,"51.848331, 0.723624",Environment - Waste Management,NULL,Good Practice
BA404F03-A8CE-429D-BA95-4614C552279E,2022-10-26 07:36:02.603,"51.510194835453625, -0.08604195122936663",Health - Other Health Issues,Suggest booking a different desk when in Kelvedon - all advised not to come to the office if feeling unwe4ll,Hazard
37C6F5A8-B692-4F11-B3AB-46686E2A23F1,2022-08-11 09:26:01.043,NULL,Safety - Housekeeping,NULL,Hazard
82182072-8099-49FB-BCD8-466B592226FE,2022-10-26 14:45:03.483,NULL,Environment - Pollution - Air quality / dust,NULL,Good Practice
C9F5BB8E-0863-4014-8638-466FB0F0D801,2021-08-03 17:39:37.000,"51.76199731669225, 0.5349624367394856",Environment - Waste Management,This is a Test,Good Practice
29FD6D05-F0D2-4BB2-9219-46C4D80C43B2,2023-02-06 14:43:46.103,"51.84780392333927, 0.7242874805549882",Safety - Housekeeping,NULL,Hazard
E1E72485-22DF-4430-AF8F-47C99C54D864,2023-06-20 16:01:35.837,"51.51113107185909, -0.08721438908076859",Safety - Welfare Facilities,NULL,Hazard
254A63B1-52CD-4930-B32B-4826D8DAFE08,2022-12-19 15:53:03.807,"51.848012328320394, 0.7236043773019757","Safety - Plant, Equipment & Tools",NULL,Hazard
F661F332-4080-4287-9B15-482FD677D086,2022-09-24 12:55:49.857,"51.8476167, 0.7231333",Safety - Unknown Services,Soil Engineering been spoken to,Hazard
DB6B7AB8-82C8-4915-B3A4-486F46ABB2D0,2023-01-24 14:15:36.503,"51.848003515290166, 0.7235870466492571",Environment - Waste Management,Lid put down to protect contents from wet weather,Hazard
354555FF-CE1F-475B-88C0-48913954A16C,2022-08-25 15:54:25.403,"51.8449213, 0.7258873",Safety - Housekeeping,Parking correctly briefed out in SOS,Hazard
8AACBED9-BC55-4677-BCCA-490A6B253BFF,2021-10-26 09:28:34.607,NULL,Safety - Housekeeping,NULL,Good Practice
59208307-3C1D-4EBE-B654-49D8317AF148,2022-07-26 14:30:18.000,NULL,Safety - PPE,NULL,Good Practice
FCD4BCDA-DE1B-46B2-93DA-4A7FBC65FB5B,2022-11-22 09:22:01.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Good Practice
95B0D67C-1AB2-49C8-91B4-48B8273B2136,2022-09-08 07:00:11.000,"51.8465858, 0.7236719",Safety - Practice (doing something outside the other categories),"Works manager to speak to day shift supervisor to ensure SOS is briefed out to all ",Hazard
C7EAC1B6-8ABA-4850-91E7-48FFCE362AD9,2022-09-29 20:30:57.083,"51.844919, 0.7262637",Safety - Welfare Facilities,Southgate coming to clean,Hazard
0FA51C3B-2C51-4863-BA47-4979D3F0B4F0,2022-04-08 10:47:51.917,NULL,Safety - PPE,Reported to works manager,Good Practice
7C2844F4-3FC9-4F70-95FD-49DCEF5647F4,2022-09-27 10:02:44.877,"51.847995432635116, 0.7236419293762124",Environment - Waste Disposal (Compliance),NULL,Hazard
3122AB7D-B671-46E6-A55F-49E926D058DA,2022-05-24 13:13:21.523,NULL,Safety - Welfare Facilities,Reported to Works manager,Good Practice
4B0DBFBA-98E3-4693-AAEF-4A1CA86B6BEB,2022-05-25 01:17:50.400,"51.8596322, 0.7496292",Environment - Land Contamination,Cadent gas called out to inspect,Hazard
30F8C3D9-39D4-4141-BA3C-4A46DA320A34,2022-03-03 13:14:05.467,"51.8479968, 0.7240102",Safety - Housekeeping,Good practice,Good Practice
132A91F7-7FA9-460F-AD3E-4A9252F3330E,2023-06-20 13:03:25.567,"51.84767767270338, 0.7235564368535341","Safety - PPE ",Refused entry to site by Works Manager,Hazard
FF498F43-B460-4CAF-8A9D-4AA3744C9A80,2021-11-18 16:22:37.163,"51.84214181135864, 0.7128898102224124",Safety - Welfare Facilities,Site storeman to clean out u bends on urinals,Hazard
5347DCFC-859C-4ECF-AA53-4AE2F1BA40DE,2022-06-14 10:06:03.393,"51.84795953634236, 0.7235953032818615",Environment - Waste Disposal (Compliance),NULL,Good Practice
91BBEC1E-4C96-4CF6-8481-4B5BDF27FB9B,2022-11-01 13:39:41.000,"51.501731927923345, -0.12000848143361509","Safety - Electrical Safety ",NULL,Good Practice
E167633C-6B92-469D-9A89-4BED0321D578,2022-09-14 08:49:14.220,"51.5100596122861, -0.08609605769743776",Environment - Waste Management,Good housekeeping briefed out in SOS,Hazard
5A40C483-9A97-4CA4-9B3B-4C28FBC5DE2F,2022-03-28 20:25:20.627,"51.8511613, 0.7313219",Safety - Traffic Management / RTA,"Green cones and purple lights are best practice for entrance to TM these are the only lights we are allowed to use, now in place as red/blue are police, green are doctor and purple is a neutral colour that we are allowed to use",Hazard
57847475-3F7E-4A5B-8ACA-4C4AF766D2DF,2022-07-06 14:53:07.397,"51.8426267, 0.7231926",Safety - Lifting Operations,NULL,Hazard
CE765C07-CACB-45F3-ADA2-55CAF908588D,2022-11-12 07:33:08.660,"51.8475367, 0.7230133",Safety - Plant/Vehicle movement & People Interface,New signs made and displayed,Hazard
D6480146-B1CC-4738-8826-5652CE022F7F,2022-09-27 10:08:57.073,"51.847995432635116, 0.7236419293762124",Environment - Waste Management,NULL,Good Practice
91EC1C59-220C-4F09-9077-567CF3D99399,2022-05-24 13:05:33.453,"51.84773840558158, 0.7242625945965342",Quality,NULL,Hazard
FDEDEED4-98E2-440E-B3FF-4CB40C8028DE,2022-12-20 08:41:44.987,"51.848002806111054, 0.7235659911251717",Environment - Resources (energy/water/material),NULL,Good Practice
7E2E26DC-7BB2-4EDD-BA5A-4DB23FF190D5,2022-06-30 07:40:33.467,"51.8479708971159, 0.7235922838331579",Health - Other Health Issues,"Water is not filtered, it will be when we move into the new offices ",Hazard
B5267314-488F-4AAE-930D-4DB95BC8205D,2023-06-20 09:05:35.770,"51.501731927923345, -0.12000848143361509",Safety - Welfare Facilities,NULL,Hazard
A5D88014-9910-49E4-92C5-4DE759AFB494,2022-01-21 14:37:50.847,"51.847966767030385, 0.7236755255229953",Safety - Unknown Services,Vehicle fleet  cleaned on site,Good Practice
F9086FD8-038C-4A25-B591-4E0D1DCAC455,2023-06-16 14:09:54.447,"51.8481434993216, 0.7236574491236025",Safety - Practice (doing something outside the other categories),MLEC booked 26 June for PAT testing,Hazard
69246DD9-4567-42BC-822A-4E1500C4CCF5,2023-06-13 12:43:05.570,"51.848005379438035, 0.7235795876820467",Safety - Housekeeping,NULL,Hazard
B3423B31-9E57-4E0B-AC6A-4E358F78515E,2022-08-04 14:13:02.627,"51.51014, -0.0857",Environment - Ecology and Vegetation,NULL,Good Practice
F5DE6273-D26A-477F-AFE4-4E5B692C895C,2023-02-07 16:23:21.130,"51.847294949588054, 0.7243693308245902",Safety - Housekeeping,NULL,Good Practice
E542E105-8FED-4B60-BC1E-4E7660F0F044,2022-12-24 07:21:27.943,"51.8477608, 0.7229932",Safety - Housekeeping,NULL,Hazard
C4C15CF4-C146-4C22-9E15-4F6A06B257D0,2023-02-10 08:09:25.000,"51.84777175723732, 0.724337099772363",Safety - Practice (doing something outside the other categories),NULL,Hazard
2094A90E-3118-4BE3-BAF6-4FBF78F3C7B8,2022-11-05 07:14:34.367,"51.8483067, 0.7238033",Safety - Housekeeping,New leg ordered,Hazard
299D1D90-3492-4CC0-9165-4FEC3F818FBB,2022-05-25 13:20:32.473,NULL,Safety - Housekeeping,Cut in half to save money,Good Practice
