text,predicted_label
"11:30 - 12:30 | Installing the cage ESB-B1 in PESBE126. TOC to TOS 1.41m (TOS at 21.865mOD which is 10mm lower than design, but within tolerance +150/-50)",Hazard
"Temperature 17c, Wind: Moderate breeze, Rain: 6%. ",Hazard
"Purpose: To prepare the Working platform UP2 and UP1 for Keller to mobilize
 
- HIAB on site to move the steel mats from UP4 to UP1.
- SCS lifting team moved the installed mats in UP area as the ground condition was not good for the mats to be stable and unloaded Type 1 to make the ground stable and again installed the mats. 
- SCS lifting team with using Keller's 360 excavator got the stuck the mats from the muck because of weather conditions and then using 25T crawlers moved the mats  on to UP1 platform. 
- Using 35T excavator to install mats that were kept in the UP2 platform by the 25T crawler crane.
",Hazard
"Purpose: To prepare the Working platform UP2 and UP1 for Keller to mobilize
 
- HIAB on site to move the steel mats from UP4 to UP1.
- SCS lifting team moved the installed mats in UP area as the ground condition was not good for the mats to be stable and unloaded Type 1 to make the ground stable and again installed the mats. 
- SCS lifting team with using Keller's 360 excavator got the stuck the mats from the muck because of weather conditions and then using 25T crawlers moved the mats  on to UP1 platform. 
- Using 35T excavator to install mats that were kept in the UP2 platform by the 25T crawler crane.
",Hazard
SOS Briefing,Hazard
Morning briefing and SOS,Hazard
Moving equipment to prepare for desanding,Hazard
Continuing adding 250mm rings to manholes and catch pits where the distance from cover level to ToB is more than 375mm. Feeding rope through filter drains and carrier pipes to prepare for pipeline testing.,Hazard
"Fixing steel rebars for pile cap, include chairs installation @ south west wingwall/abutment  ",Hazard
"07:00 - SOS Briefnig
07:30 - 2 number labourers placing signage on paralink material indicating roll id, cell numbers and strip numbers
12:00 - Works ongoing as stated above, no changes
17:30 - Works to continue as per sos",Hazard
Traffic Marshal controlling and directing incoming and outgoing Plants and Vehicles ,Hazard
De-icing of walkways and roads,Hazard
"RJB03 - 16m drilled depth. However, water surging out of GAB06. Driller confirms that Drill Rig water pressure has stayed consistent at 2bar. ",Hazard
"21:15 - 21:30
SAC Sign in
",Hazard
08:00 - 14:00 : 2no. Kelly's Carpenters constructing boxouts for panel 14,Hazard
"7:30-8:00- SOS briefing
8:00-11:00- general housekeeping and moving material
11:00-11:30- all operatives went on break 
11:30-13:00- general housekeeping and moving material
13:00-13:30- all operatives went on break
13:30-17:30- general housekeeping and moving material",Hazard
0900 - 1030 JCB4 Anchor 406 Drilled to 13m depth(high risk uxo level) alongside uxo probing every metre drilled. ,Hazard
Muck away ,Hazard
"Mostly cloudy, cold and a moderate breeze, temperature 7c.",Hazard
Commenced coring jet grouting column samples/500mm offset samples.,Hazard
15:55 drillers have reached depth of 26.5m ,Hazard
15:55 drillers have reached depth of 26.5m ,Hazard
Adhesive for Kordek and Void Former bonding delivered. ,Hazard
Cleaning and dredging the ditch along the eastern side of the Hill Lane and behind the back gardens of the properties located by the Hill Rise. ,Hazard
Start of the shift briefing ,Hazard
"[Surface]
Welding of the p. frame ring - ongoing  
Preparation work on the Erector cross platform

[Box]
Erector cross platform lowered and installed
High torqued bolts of material and man lock - completed
Scaffolding around the FS - ongoing ",Hazard
"[Surface]
Welding of the p. frame ring - ongoing  
Preparation work on the Erector cross platform

[Box]
Erector cross platform lowered and installed
High torqued bolts of material and man lock - completed
Scaffolding around the FS - ongoing ",Hazard
"[Surface]
Welding of the p. frame ring - ongoing  
Preparation work on the Erector cross platform

[Box]
Erector cross platform lowered and installed
High torqued bolts of material and man lock - completed
Scaffolding around the FS - ongoing ",Hazard
"[Surface]
Welding of the p. frame ring - ongoing  
Preparation work on the Erector cross platform

[Box]
Erector cross platform lowered and installed
High torqued bolts of material and man lock - completed
Scaffolding around the FS - ongoing ",Hazard
"- 1 slinger, 2 lift supervisors, 1 welder, 1 crane operator
- 70t Crawler crane delivered to site @6:30am
- SPUK spent the morning being inducted and the afternoon mobilising.
-  the 1st sheet pile installation commenced @17:00 and completed@ 17:57.

Total sheet piles installed to date= 1",Hazard
"- 1 slinger, 2 lift supervisors, 1 welder, 1 crane operator
- 70t Crawler crane delivered to site @6:30am
- SPUK spent the morning being inducted and the afternoon mobilising.
-  the 1st sheet pile installation commenced @17:00 and completed@ 17:57.

Total sheet piles installed to date= 1",Hazard
"- 1 slinger, 2 lift supervisors, 1 welder, 1 crane operator
- 70t Crawler crane delivered to site @6:30am
- SPUK spent the morning being inducted and the afternoon mobilising.
-  the 1st sheet pile installation commenced @17:00 and completed@ 17:57.

Total sheet piles installed to date= 1",Hazard
"- 1 slinger, 2 lift supervisors, 1 welder, 1 crane operator
- 70t Crawler crane delivered to site @6:30am
- SPUK spent the morning being inducted and the afternoon mobilising.
-  the 1st sheet pile installation commenced @17:00 and completed@ 17:57.

Total sheet piles installed to date= 1",Hazard
TWS inspected 6no. Jack under bridge 7 on high side possession. Jack jackets zipped back up post inspection.,Hazard
Dewatering and clearing panel 4 and 6. All day. ,Hazard
300t mobile crane outriggers set and permit to load for pads signed off. ALO briefing and crane checks carried out. ,Hazard
300t mobile crane outriggers set and permit to load for pads signed off. ALO briefing and crane checks carried out. ,Hazard
"PGTBE 025 dug to depth (dry bored), Base inspected with camera and found to be satisfactory ",Hazard
Handrails erected on buttress between X/Y on North and South,Hazard
Casing and starting to dig PBS229,Hazard
Casing and starting to dig PBS229,Hazard
Coring reaches at the depth of 15m,Hazard
SOS briefing ,Hazard
"07:30 - 08:00 SOS and Safe Start briefings 
08:00 - 11:00 Final checks and cleaning of base slab before pour 2. Steel Chair delivery.
11:00 - 11:30 BREAK 
11:30 - 14:45 Checks completed on rebar installed in pour 1.
14:45 - 15:15 BREAK 
15:15-18:00 Final checks and cleaning of base slab before pour 2. Moving 280t crane.
",Hazard
Boring works on SW33 & SW6,Hazard
" - Scaffold installation around TBM Tailskin
- Welding cutting wheel
- Install the elephant footing for McLaren and start base assembly 
",Hazard
"Briefing at 07.50, briefing sheet attached.",Hazard
"Concrete and 6F5 Muckaway
6 Loads",Hazard
"14:00 - 17:00 SCS - Scabbling 
SIAN SF - Installing Bottom Mat for BS2 
SIAN Chippys - On Stand",Hazard
"08:30 - 08:45 | Base hardness taken as grade 2 (3, 2, 1, 1, 1).",Hazard
20tn excavator installing first layer (400mm) of Type 1,Hazard
Operatives house keeping and maintenance on the area.,Hazard
"Preparation for concrete pouring on bay 13,14 and old bay 10 ( not design root)",Hazard
"Preparation for concrete pouring on bay 13,14 and old bay 10 ( not design root)",Hazard
"30t ADT dumpers offloading 2F material to be placed as waste layer on mound 3. 3 number dozer moving and placing the unloaded 2f material and 3 number rollers compacting the placed material. 
works stopped at 16:30 due to weather conditions.",Hazard
Arrival of 35T Excavator to move EDD Tent (30mins),Hazard
Arrival of 35T Excavator to move EDD Tent (30mins),Hazard
Arrival of 35T Excavator to move EDD Tent (30mins),Hazard
Excavation to form batter from 6C formation level of basal to temporary haul road.,Hazard
"Weather attached in geographical data. Sunny, moderate breeze",Hazard
"-SOS briefing

Geogrid install complete 
1m fill of the tbm arisings complete 
perimeter bund  install complete 

Cell 2 

AEGB reworks in V-ditch




",Hazard
"Installing layers 12-16 on AB/AC, SRDS completed: 2 x AB, 2 x AC",Hazard
"Driving dummy pile
 -finished at 12:15",Hazard
750t crane arrival to site from Ainscough,Hazard
PF031 - B5 Inclo cages lifted in. TOC =25.542 Legs 570mm TOS = 22.782m TD2TOS - 4.9m,Hazard
Placing of cold lay ,Hazard
#NAME?,Hazard
Continuing breaking of asphalt and concrete ,Hazard
"Arrived to site - 07:30
FLS finsihed breifing team - 07:50
First 30m ready - 11:05
Second 30m - 13:30
Left site 15:30
90m completed

Archaeological TBT Briefing delivered to the JR Hoarding team.",Hazard
"Arrived to site - 07:30
FLS finsihed breifing team - 07:50
First 30m ready - 11:05
Second 30m - 13:30
Left site 15:30
90m completed

Archaeological TBT Briefing delivered to the JR Hoarding team.",Hazard
"Arrived to site - 07:30
FLS finsihed breifing team - 07:50
First 30m ready - 11:05
Second 30m - 13:30
Left site 15:30
90m completed

Archaeological TBT Briefing delivered to the JR Hoarding team.",Hazard
"Arrived to site - 07:30
FLS finsihed breifing team - 07:50
First 30m ready - 11:05
Second 30m - 13:30
Left site 15:30
90m completed

Archaeological TBT Briefing delivered to the JR Hoarding team.",Hazard
"Arrived to site - 07:30
FLS finsihed breifing team - 07:50
First 30m ready - 11:05
Second 30m - 13:30
Left site 15:30
90m completed

Archaeological TBT Briefing delivered to the JR Hoarding team.",Hazard
Continue sealing ring positions and bolting in the bottom ,Hazard
Scrape down and Remove Kilnbridge tents in south of Bubble W.,Hazard
"Delivery of 6F5
Muckaway",Hazard
"- Haul road construction started. Consisting of placing a separation layer (Terram), 100mm of 6C, a layer of geogrid, and a capping layer 250mm of 6F5.",Hazard
Lunch break,Hazard
"1no Supervisor and 3no chippies went to dunstable to check inventory
 - All day",Hazard
3 nomatic conveyors built today,Hazard
"Sstorin silo 1 and 2 
 Newmattic  conveyor seystem 2 no built ",Hazard
97 Dumpers Offloaded into 2A,Good Practice
"Fix South Portal Walls vertical bars only as pull-out testing will be carried out tomorrow
-	Installed 8no 25mm screw bars 
-	Displace and move bars
-	Remove 3no vertical bars clashing with Anchor bolts
",Hazard
Infiltration tests carried out for duration of the day.,Hazard
PGTBW005 & 001 - Set out pile centres and prepare for casing,Hazard
PGTBW005 & 001 - Set out pile centres and prepare for casing,Hazard
PGTBW005 & 001 - Set out pile centres and prepare for casing,Hazard
Setting up exclusion zone. Setting out stool arrangement for push frame. Levelling of stools using laser. Lifting of push frame segments onto stools. ,Hazard
Refuel all plant and machinery.,Hazard
Start of the installation of TAMs into RJB02,Hazard
"PR026 Clean Base. Base Hardness= 1,1,1,1 Tape down to Toe Depth= 45.670m Legs= 480mm

",Hazard
Discharge of twelfth wagon commences at 18:05 and finishes at 18:30. Thirteenth wagon arrives at 18:10 - slump = 210mm. Fourteenth wagon arrives on site at 18:25 - slump = 210mm but sent back as not required.,Hazard
#NAME?,Hazard
Muckaway,Good Practice
BREAK,Hazard
"300Tn crane and skip, slinger, 4 concrete finishers in gang",Hazard
Installation of edge protection on main shaft.,Hazard
The front face piles were marked out using a laser and cut using a hilti saw ,Hazard
10:30 - 11:30 ,Hazard
waiting for the delivery of concrete ,Hazard
"CP and East Opening
8 AM to 1 PM:
Installing FF1 rebar between CP and East opening. BM 650/651 - 2,5 ton",Hazard
Last Clancy cabins removed from site using 40t excavator.,Hazard
#NAME?,Hazard
concept Completed coring on location SC616in Zone C1 @2.45m,Hazard
"No works
",Hazard
"Conveyor back up and running
",Hazard
Continued installation of B2 layer,Hazard
Continued installation of B2 layer,Hazard
Concrete level reduced to 1.98m below slab level.,Hazard
Continuing with tbm assembly works ,Hazard
Continuing with tbm assembly works ,Hazard
Welding equal angles onto sheet piles. ,Hazard
"Area for river widening marked out and anything that could be removed by hand was taken out of the works area. 

The SCS excavator for these works was required to unload reinforcement deliveries for Kilnbridge (BRSU west abutment FRC works) as the Kilnbridge crane is still non-compliant with minimum SCS standards (missing camera, beacon and mirror). Therefore, excavation works were on hold until the excavator returned to the work area.",Hazard
"Area for river widening marked out and anything that could be removed by hand was taken out of the works area. 

The SCS excavator for these works was required to unload reinforcement deliveries for Kilnbridge (BRSU west abutment FRC works) as the Kilnbridge crane is still non-compliant with minimum SCS standards (missing camera, beacon and mirror). Therefore, excavation works were on hold until the excavator returned to the work area.",Hazard
"Area for river widening marked out and anything that could be removed by hand was taken out of the works area. 

The SCS excavator for these works was required to unload reinforcement deliveries for Kilnbridge (BRSU west abutment FRC works) as the Kilnbridge crane is still non-compliant with minimum SCS standards (missing camera, beacon and mirror). Therefore, excavation works were on hold until the excavator returned to the work area.",Hazard
"Area for river widening marked out and anything that could be removed by hand was taken out of the works area. 

The SCS excavator for these works was required to unload reinforcement deliveries for Kilnbridge (BRSU west abutment FRC works) as the Kilnbridge crane is still non-compliant with minimum SCS standards (missing camera, beacon and mirror). Therefore, excavation works were on hold until the excavator returned to the work area.",Hazard
"Today SCS has formed the blinding level +37.500m at the East south side of the installed Sheet piles.
The purpose of the works is to install temporary access to the embankment for Kellers to mobilize the Site.
SCS  used a Concrete Pump from the Working Platform and poured 5x loads of concrete to form the Blinding.
SCS Engineer gave levels and set up the location of the Concrete pump as per WPP/TBS.
WPP and Task Briefing have been briefed to staff involved with the task.
",Hazard
"Today SCS has formed the blinding level +37.500m at the East south side of the installed Sheet piles.
The purpose of the works is to install temporary access to the embankment for Kellers to mobilize the Site.
SCS  used a Concrete Pump from the Working Platform and poured 5x loads of concrete to form the Blinding.
SCS Engineer gave levels and set up the location of the Concrete pump as per WPP/TBS.
WPP and Task Briefing have been briefed to staff involved with the task.
",Hazard
"Today SCS has formed the blinding level +37.500m at the East south side of the installed Sheet piles.
The purpose of the works is to install temporary access to the embankment for Kellers to mobilize the Site.
SCS  used a Concrete Pump from the Working Platform and poured 5x loads of concrete to form the Blinding.
SCS Engineer gave levels and set up the location of the Concrete pump as per WPP/TBS.
WPP and Task Briefing have been briefed to staff involved with the task.
",Hazard
"Today SCS has formed the blinding level +37.500m at the East south side of the installed Sheet piles.
The purpose of the works is to install temporary access to the embankment for Kellers to mobilize the Site.
SCS  used a Concrete Pump from the Working Platform and poured 5x loads of concrete to form the Blinding.
SCS Engineer gave levels and set up the location of the Concrete pump as per WPP/TBS.
WPP and Task Briefing have been briefed to staff involved with the task.
",Hazard
"11:25 - 15:00 | Concreting PESBE 119. 
Load 1: 7m3 @ 11:27 - 11:35 - 580mm
Load 2: 7m3 @ 11:41 - 11:48 - 590mm
Load 3: 7m3 @ 12:10 - 12:17 - 620mm
Load 4: 7m3 @ 12:33 - 12:40 - 620mm
Load 5: 7m3 @ 13:14 - 13:21 - 580mm
Load 6: 7m3 @ 13:37 - 13:46 - 630mm
Load 7: 7m3 @ 14:07 - 14:45 - 600mm",Hazard
"Embankment Fill stopped to allow access for adjacent works and to allow for storage of conveyor belt/tunnelling team material deliveries.
Fill due to re-start Monday 08/08/2022.",Hazard
"Embankment Fill stopped to allow access for adjacent works and to allow for storage of conveyor belt/tunnelling team material deliveries.
Fill due to re-start Monday 08/08/2022.",Hazard
SCS engineers carrying out positional checks on Keltbray setting out pins for PNGW-13 and PNGW-11 ,Hazard
35tn excavator continued excavating Bubble Z to the blinding level of +31.860m. About 100mm of clay was excavated so far.,Hazard
Install DPM on top of compacted 6F5 prepration continues,Hazard
"Arrived at worksite, unload materials. Awaiting test before touch from NOM",Hazard
EDD off site ,Hazard
None ,Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
"SOS briefing delivered to CTM, RFS and GBRF shunter. Everyone understood and signed. Site inspection completed around fence line, sidings, inert stockpile and loading area. 2x Hitachi material handler loading rail wagons. 2 x Hitachi shovel operations on the pad managing stockpile to front wall. 2 x Hitachi excavators casting material on stockpile. S1 and S2 conveyor belt running, 6o39 first Cliff train delayed due to GBRF shunter arrived three hours late for his shift, and GBRF did not have anyone to cover for him.
6o39 first Cliff train depart from site at 23:36 with 20 wagons .RFS loaded and weighed 60 rail wagons.6o33 second Cliff train depart from site at 04:13 with 11 wagons. 6L04 Barrington train depart from site at 04:39 with 17 wagons.  ",Hazard
10.00-10.30 - Break,Hazard
14:15 - 15:30 - 5t excavator began scraping.,Hazard
07:30 SOS Briefing ,Hazard
10:30 - 11:00: EDD and Kellys on break,Hazard
All plant refuelled in bubbles.,Hazard
HIS Positioned all CSS1 and 2 brackets for pipe work. Installed 1 no elbow pipe work and 1 no 6m pipe. ,Hazard
Drilled the holes for the plant room,Hazard
07:45 - 08:00 SOS Briefing,Hazard
#NAME?,Hazard
9 segments installed by 16:46.,Hazard
10:30: Davit arm delivery,Hazard
"In attendance
",Hazard
"- Shutters Completed for materials lab
- Muck bin 1 installation of Eastern Walls 
- Fixing steel and mesh for the lab slab 
- Steel fixing Muck bin 1 southern elevation 
- Fixing edge shutters for slab slab and thickening of Muckbin 1 
",Hazard
"- Shutters Completed for materials lab
- Muck bin 1 installation of Eastern Walls 
- Fixing steel and mesh for the lab slab 
- Steel fixing Muck bin 1 southern elevation 
- Fixing edge shutters for slab slab and thickening of Muckbin 1 
",Hazard
EDD alerted SCS Railways of core with suspected ACM pipe at 1250mm depth. RSK confirm it is ACM - RSK bagged and tagged to send off for laboratory testing. EDD instructed to abandon core. ,Hazard
"08:00| Delivery and unloading of Colli's (38+39, 33 + 37, 44 + extras, and 26+extras)",Hazard
"Base Slab 8 - 

08:00 - 09:00 - 4x fixers installing lacers for the kickers 1x setting out engineer checking and setting out level ps for the kickers 4x finishers cleaning and hoovering.",Hazard
"SOS briefing delivered to CTM and GBRF shunters, everyone understood and signed on, 6R91 train departed from site at 02:47 with 22 loaded wagons. ",Hazard
"SOS briefing delivered to CTM and GBRF shunters, everyone understood and signed on, 6R91 train departed from site at 02:47 with 22 loaded wagons. ",Hazard
13:00 - 15:00 Used a forklift to set up the frame on Hanger bars 5 and 13 ,Hazard
Continuing Bunding and swale excavation for temporary drainage,Hazard
Erecting Shutters on P39 Plinth,Hazard
Erecting Shutters on P39 Plinth,Hazard
5T Excavator digging down to expose existing drainage. Level used to set laser level with a 1% fall towards North end. ,Hazard
17:42 - 18:17: Camfaud M42 pump putting away outriggers and going off site,Hazard
Two steel deliveries of reinforcement for pour 3 (bubble X),Hazard
"x2 Type E cages due to arrive at 11am, arrived at 12 midday instead which delayed the caging up of PGTBW003. Still due to concrete both piles before the end of the day however -> No delays",Hazard
"x2 Type E cages due to arrive at 11am, arrived at 12 midday instead which delayed the caging up of PGTBW003. Still due to concrete both piles before the end of the day however -> No delays",Hazard
Concrete Pour Bay 10 & 12,Hazard
No works due to design issue with deck.,Hazard
"Golf course grass strimming (the mower/tractor is still broken) and general maintenance. GCN Pond backfilling was conducted , 486 cubic meters of the 6N were transported to the pond area, and half of it was arranged in layers and compacted . Cappagh delivered 15 Loads (270 Tonnes) of the 6N in total today. Water flow was 0.5 l/s.
Two Hydremas were delivering the 6N to the pond.",Hazard
"Golf course grass strimming (the mower/tractor is still broken) and general maintenance. GCN Pond backfilling was conducted , 486 cubic meters of the 6N were transported to the pond area, and half of it was arranged in layers and compacted . Cappagh delivered 15 Loads (270 Tonnes) of the 6N in total today. Water flow was 0.5 l/s.
Two Hydremas were delivering the 6N to the pond.",Hazard
"Ivor king attended the start of shift.
Permit to dig and hot work permits produced by SCS first thing.
08:00 - 09:30 ~ Unloading Pile wagon, 16 sheets unloaded.
10:10 - 12:20 ~ Pre augered position 47, extracted auger pile, SCS cleared muck, changed auger heads.
12:20 - 13:05 ~ Pitched Sheet 47 to auger pile and installed to position
13:10 - 15:45 ~ Extracted auger and pre augered position 48, SCS cleared muck, changed auger heads, Filled Giken with Diesel.
15:45 - 16:45 ~ Sheet 48 pitched to auger pile and installed to position.
17:30 ~ Ivor King lef tthe site",Hazard
"Ivor king attended the start of shift.
Permit to dig and hot work permits produced by SCS first thing.
08:00 - 09:30 ~ Unloading Pile wagon, 16 sheets unloaded.
10:10 - 12:20 ~ Pre augered position 47, extracted auger pile, SCS cleared muck, changed auger heads.
12:20 - 13:05 ~ Pitched Sheet 47 to auger pile and installed to position
13:10 - 15:45 ~ Extracted auger and pre augered position 48, SCS cleared muck, changed auger heads, Filled Giken with Diesel.
15:45 - 16:45 ~ Sheet 48 pitched to auger pile and installed to position.
17:30 ~ Ivor King lef tthe site",Hazard
"Ivor king attended the start of shift.
Permit to dig and hot work permits produced by SCS first thing.
08:00 - 09:30 ~ Unloading Pile wagon, 16 sheets unloaded.
10:10 - 12:20 ~ Pre augered position 47, extracted auger pile, SCS cleared muck, changed auger heads.
12:20 - 13:05 ~ Pitched Sheet 47 to auger pile and installed to position
13:10 - 15:45 ~ Extracted auger and pre augered position 48, SCS cleared muck, changed auger heads, Filled Giken with Diesel.
15:45 - 16:45 ~ Sheet 48 pitched to auger pile and installed to position.
17:30 ~ Ivor King lef tthe site",Hazard
"Ivor king attended the start of shift.
Permit to dig and hot work permits produced by SCS first thing.
08:00 - 09:30 ~ Unloading Pile wagon, 16 sheets unloaded.
10:10 - 12:20 ~ Pre augered position 47, extracted auger pile, SCS cleared muck, changed auger heads.
12:20 - 13:05 ~ Pitched Sheet 47 to auger pile and installed to position
13:10 - 15:45 ~ Extracted auger and pre augered position 48, SCS cleared muck, changed auger heads, Filled Giken with Diesel.
15:45 - 16:45 ~ Sheet 48 pitched to auger pile and installed to position.
17:30 ~ Ivor King lef tthe site",Hazard
Ground preps works- reduce level and material removal from area. ,Hazard
"Dawson Wam sheet piling.
Platform not available due to Dawson Wam Piling. Plate testing Dawson Wam piling platform.",Hazard
Continuing excavation,Hazard
07:00-07:30 - SOS briefing ,Hazard
"Jet grouting holes JG20,JG18,JG16,JG14,JG12,JG010,J008,JG006,JG004,JG002 were predrilled.
Fissure holes FP081A 2m o/s and FS076 were pre drilled.
",Hazard
"Jet grouting holes JG20,JG18,JG16,JG14,JG12,JG010,J008,JG006,JG004,JG002 were predrilled.
Fissure holes FP081A 2m o/s and FS076 were pre drilled.
",Hazard
"Jet grouting holes JG20,JG18,JG16,JG14,JG12,JG010,J008,JG006,JG004,JG002 were predrilled.
Fissure holes FP081A 2m o/s and FS076 were pre drilled.
",Hazard
"Jet grouting holes JG20,JG18,JG16,JG14,JG12,JG010,J008,JG006,JG004,JG002 were predrilled.
Fissure holes FP081A 2m o/s and FS076 were pre drilled.
",Hazard
"07:00 - SOS Briefing
07:30 - Using one number 35 tonne excavator for the excavation of drainage layer, one number dozer assisting.
12:00 - Works ongoing as stated above, no changes
16:15 - All works stopped due to rain
17:30 - Works to continue as per SOS",Hazard
"ID3 stockpile:
1) 07:30 am - 10:30 am - No work due to continuous rain and unsuitable working conditions 
2) 10.30am - 11:00am - BREAK
3) 11.00 am - 14:30 pm - No work due to continuous rain and unsuitable working conditions 
4) 14:30 pm - 15:00 pm BREAK and works stopped for the day due to continuous rain and unsuitable working conditions 

Shri@08/09/22",Hazard
"ID3 stockpile:
1) 07:30 am - 10:30 am - No work due to continuous rain and unsuitable working conditions 
2) 10.30am - 11:00am - BREAK
3) 11.00 am - 14:30 pm - No work due to continuous rain and unsuitable working conditions 
4) 14:30 pm - 15:00 pm BREAK and works stopped for the day due to continuous rain and unsuitable working conditions 

Shri@08/09/22",Hazard
"ID3 stockpile:
1) 07:30 am - 10:30 am - No work due to continuous rain and unsuitable working conditions 
2) 10.30am - 11:00am - BREAK
3) 11.00 am - 14:30 pm - No work due to continuous rain and unsuitable working conditions 
4) 14:30 pm - 15:00 pm BREAK and works stopped for the day due to continuous rain and unsuitable working conditions 

Shri@08/09/22",Hazard
"ID3 stockpile:
1) 07:30 am - 10:30 am - No work due to continuous rain and unsuitable working conditions 
2) 10.30am - 11:00am - BREAK
3) 11.00 am - 14:30 pm - No work due to continuous rain and unsuitable working conditions 
4) 14:30 pm - 15:00 pm BREAK and works stopped for the day due to continuous rain and unsuitable working conditions 

Shri@08/09/22",Hazard
SCS engineers marked out the sliding gate bases on Victoria Road. The services within the excavation area were marked out aswell.,Hazard
SCS operatives carried out the striking of bay 6 of the entrance area slab.,Hazard
"The business coms team arrived on site. A new member required a site specific, which was given at 08.15am.  Following this, the team  continued their connections from the existing connections into the new welfare. The team did their connections on the ground floor and for the TVs. The team was of site at 15.30",Hazard
"Core 316
Zone E3
Continued coring throughout the day Incomplete coring",Hazard
"Core 316
Zone E3
Continued coring throughout the day Incomplete coring",Hazard
"Core 316
Zone E3
Continued coring throughout the day Incomplete coring",Hazard
"Core 316
Zone E3
Continued coring throughout the day Incomplete coring",Hazard
"Steel cage test wall constructed: 2m x high, 1m wide and 1m thick consisting of B32-150 NF1, NF2, FF1 and FF2 with B25 U-Bars at the top and bottom of the wall.",Hazard
"Concrete:
Wagon 1 
On site - 10:30
On pump - 10:37
Off pump -10:50
Wagon 2
On site - 10:58
On pump - 11:07
Off pump - 10:19
Wagon 3 
On site - 11:51
On pump - 11:58
Off pump - 12:12 
Wagon 4 
On site - 13:10
Failed slump test 13:17 at 250, sat for 20 mins, retested and passed 
On pump - 13:45
Off pump - 
Wagon 5 -
On site - 
On pump - 
Off pump - 15:45",Hazard
Continuing of digging trench of 800mmx950mm with 15t excavator,Hazard
