PageEntryId,RagStatus,IssueReason
fbfae286-f822-41cc-9a0a-1d8a4330fcb2,1,18
28810721-8725-4392-b5e0-1d8fb17ba77b,3,8
c52dfbdd-7013-42b6-bcdd-1d95103bdcca,1,7
48991c07-2d35-4deb-be28-1da79304d6fc,0,0
365bba54-67da-4d2f-93ed-1db269eacfe8,3,1
5324cd70-89b4-4a36-94db-1df38252da73,1,19
40134755-5185-4428-9d54-1e1f6c760262,1,15
0842ac71-5647-4819-a611-1e27a8650a72,2,7
fb2a8140-8b94-47c5-ba2d-1e6fceff88d8,4,2
640c10fc-e051-42d8-9637-1e7490477db2,1,0
5de8c3e9-6634-4da2-8cf1-1e8cc9ccb4b8,3,4
06f67909-7199-4eb1-aad9-1e9764251c13,3,17
9e5b6d0f-3c6c-4036-b352-1ea64902219f,3,11
3768e941-8010-4863-b8c6-1ea6e10f1ac0,1,1
7d17bf71-7ce1-47a0-8ff6-1eb57bf66242,0,0
d7f382d1-e246-45a4-9930-1ebb59f6920b,1,15
84491bc9-623b-4651-a4d5-1ebd761d0e37,1,11
85fbb659-6fa3-46d4-ba33-1ecf6f39a5bb,0,0
8b173a28-cf43-42a6-b9c8-1ee9b488d335,0,0
01e8d712-2306-4e5c-96f4-1ee9b57956ba,2,7
78397bdf-57bb-421c-a410-1efb7f2d1879,1,21
d88f25be-2e1b-4aa4-8b8d-1f1e0592e402,1,2
f0966479-646c-40dd-83e6-1f28b7c84e43,2,20
f393475c-fb23-4da5-889d-1f2d12c87182,0,11
54b7e03f-7e07-4864-974f-1f2f884e5c8f,0,17
69e71e00-b0f4-4d1b-899d-1f3c19afa8f2,0,0
2cc49332-7df9-49a8-90d6-1f4963be24b4,1,11
0589b143-9ca2-45a9-90d8-1f4a04a1a827,1,12
c59c7239-e6a5-4fda-a788-1f5a1b364fc9,1,12
556c184d-4ce1-4e36-96f9-1f5f32811d76,0,0
72092f06-caed-4298-a41f-1f62fd5871c6,3,2
0310acdb-690d-4d14-97e5-1f773c349ab8,3,17
bf887f25-0ab8-4fe2-b0f7-1f784cbb2da5,0,0
dba15967-a95b-4e4c-930d-1f87947172b9,0,0
fd24b6ad-759d-4914-b968-1f9145879d57,3,12
6808ab09-1ca7-4f06-8be5-1f9f0ce0031e,1,11
ed9f6c08-d031-40f2-9cd1-1fa4106e0517,4,8
4a53cc4a-88cd-496c-8b04-1fe290d61dfc,3,11
58d1bb7a-5746-4ebf-bf0c-1ff824729ddb,3,17
7b88ea7c-6855-4d09-8982-200eb26451a1,2,1
c8504317-27b2-4ed4-8851-202fc7db0975,2,16
b454260f-3dde-4cf0-a2e4-203e6100ec71,0,1
a71b4ceb-3318-4e5e-a4af-20423600fb86,3,20
ab63928e-78e0-4b20-8e0d-2054d0417a4e,1,5
6fb503dc-7ad5-4c62-9166-2089032f3087,0,0
fb31012e-a138-41fe-900f-2098bd780bde,3,17
e44b344a-f466-4f9f-8b04-20990ae1c3cb,3,12
9a66bed5-4d89-4ff2-9296-20bd1ef03c73,1,1
e429e59c-bb46-4925-83f7-20cbd1dbe724,0,15
e5edd0a3-b382-4dae-878e-20e26f6e48f7,0,1
82856782-3671-4f35-9023-20eeace4ca11,0,1
424f1b07-6c56-42e0-9422-20f16af2f665,3,7
cab4b3dd-b4a8-43ef-8f28-2101a3e21f85,0,0
13c5a524-ebd2-45d2-a166-212f360f34ed,3,5
69ca06f4-a401-4456-8607-216825f74d24,0,15
89f2da72-c29e-475c-a888-217e66e289ef,0,16
4e11d510-8c3c-490b-bb14-218151a3e752,2,0
926ba82a-249e-4b72-b9cf-21866596bd07,3,15
8ea98883-eb10-4179-a07b-2187856e7fc8,3,16
6cc4466f-69f3-4611-83df-218c2bb8fad6,4,11
7cde3d0a-f257-4092-af36-2192c67eccb3,3,14
dd1fe774-d146-4577-a554-21a696e93857,1,4
719ff55a-bd86-45e4-99c4-21b1655dc37b,1,19
2cb42959-3b8f-4f4b-9961-21c3b7f6f901,3,20
156bafa7-f82d-4d68-9cb4-21d0471d984d,3,1
bfb4e727-fd93-45b2-9ece-21ec73ade514,3,2
da97ddee-2e22-45be-be4f-2200e4d1d111,3,5
a4c07f32-ae49-4f71-98ff-223fca0bc02f,1,11
99b303fc-f35e-4e0e-ab9b-2245fcfb0adc,3,12
19ee2021-dda2-413e-9feb-22931cb18fbb,1,11
5f88af18-86b7-440e-a216-2297498f5c55,0,0
5f27175d-3242-40ff-9033-229c1e5a5a5b,1,1
ac43b096-b074-4934-a27e-22a33b6df769,3,11
db789819-1735-4a85-bb15-22a3c25bc5af,2,12
343b369f-89ee-406a-b8ce-22ab4cb36c19,4,11
5d8a15ea-3715-4884-8d6a-22abdaaeaade,0,15
4509aeba-a477-4b18-90bc-22b0e8571f22,0,14
cf024774-e3ed-427a-9849-22b138807ff0,1,19
609ff305-de74-453c-8681-22b7e207c38f,0,0
e232a0fc-3816-43d9-9d49-22bcfd32f111,0,11
6e025ebe-b9ec-448d-8a6e-22bf01d2fc60,1,0
7290e836-3ca9-419f-9d2f-22cad603089b,0,5
d13504a1-1669-4a6c-8bae-22cde1d317da,4,1
c45892fa-9a19-4402-96ce-22d2c181c01b,3,2
9952f94c-9013-4e16-aeea-22d6a55b548c,3,15
c72b3055-f00a-46a1-8e50-22dcec8536ca,1,12
3b379c70-d324-41d9-93e9-22ebe5a66e86,2,15
f6076c2d-65ba-4de4-8905-23095677f0cd,1,16
2e04dd91-5d33-43ea-8ffc-2359007832cd,3,24
23806aca-0cbc-4ea1-ab89-235f89cf5436,0,11
f1ff3ab1-6de6-4d83-a2ff-2368824b1381,3,19
6bed8059-4946-49eb-9676-2378e4310b27,1,7
497be987-2ed5-4338-89de-237e572fb3d9,4,11
da384d6c-d843-4a41-9e3f-238a84b21f01,2,7
ac9651f7-8c0a-4103-b5a2-23addfed52b0,1,1
c313bfcd-f25f-4b59-be04-23b1765f135f,3,15
7cd9e982-e1e9-42bc-8dec-23cf6da9edbb,0,0
d532847a-07d8-4b5c-9670-23d9b5cdbdc1,0,0
13652da7-7d5a-4484-9ba7-23e92e65920a,1,0
09eeddee-f098-4181-a2e7-23f6280d3857,3,5
966eb495-dc63-4a49-8db6-2405de5084fa,0,1
f390d4bf-d19b-4d29-ae2a-240b0e113a04,0,0
8ffaae0f-2f9e-4e1d-af14-241eac4d8703,0,0
690350e5-3245-4ced-a376-24248a69853b,3,20
7c0cf5b0-7ba6-47da-ba2c-242599354d0d,3,15
fd35e234-e496-41a5-ad56-24391f27a67f,1,0
6b938013-56ea-4090-92c7-243fe859a6a1,1,1
52261ec3-d8bd-42a9-87ac-2456c70d4494,3,5
b553bd01-143b-4607-aedd-2486db4d29a2,3,7
d5f868ce-df0c-498e-af41-248de3504e81,1,0
ee449373-3938-44a9-ad03-24ba302140d3,3,4
7529aa8a-441b-4114-8745-24bfb0addb2c,4,11
f258cd90-7d31-4723-bdc0-24c4e962e3b6,3,11
c204c6cb-c538-42ba-a3de-24c50d21ee9e,4,2
ead48a3a-19e4-4310-8288-24c6b973ef42,5,1
4d486712-4760-456e-a131-24d46f2cda1c,0,1
d5b46f83-e920-4cc7-a23d-24d84656edb1,3,5
c0dde315-82a2-464d-b334-24f568848a82,3,8
06bd5334-88f5-49d7-a201-2526cf0f727d,0,5
c127fa15-68b8-4c30-9f5b-2554364f4295,3,1
e4061ec3-2297-4566-a419-25623e46134b,0,17
1c504674-737c-4043-bf65-2567a40dfdda,2,21
9e07bc81-08db-4c10-8926-256c27a2e600,1,0
b5ea89e5-12de-4afc-8555-258c20a79e70,3,17
2552b045-e90e-4375-9f13-25a59aa08e49,1,6
aabbb32f-1103-4e94-9650-25a736f66c5c,3,19
864061a2-c991-4903-b34d-25aa36e266ad,3,24
7e733bc2-41e4-48e3-b1dc-25b4cb81f1fa,4,18
c34338bc-bfd7-47e6-9f54-25bad30fa6f8,0,8
cfabf2c2-6dc2-4530-bf54-25be31f92c48,0,7
5da861ee-4689-47bc-857c-25daf24b8419,1,0
56240992-0384-468f-a553-25f876b86533,0,20
422bc344-3476-4c73-ad8f-2613507dcad3,0,2
b5157147-5d90-4142-b90d-261efdc20f31,0,11
c87b30f3-6a6c-4dd5-9ce7-262cf42bb06d,3,15
dde5d1b1-2d25-41ea-bd41-26386fc8eece,3,11
d1de441d-6742-48a9-b9b9-2639ff83d337,1,2
9d11d7e7-9b68-424a-a01b-264b6387bb7b,0,19
aae3e0ea-0927-4475-99f3-2653870c59e4,3,15
b518a58c-261a-4c0f-bcc9-2654a6161eef,2,11
d3bee4d6-9c00-4258-9c4b-266642acf761,3,12
eeebee0b-77b9-491a-9a55-26714cdd2073,1,5
ff67810c-e43f-4578-9421-26762de3c1f5,3,17
bdfcf737-3baf-4962-a927-269bf9cb90e7,3,1
5873d078-cfeb-40ac-a7df-26a6d6774a0e,4,1
707dcd5d-9610-4f0d-b16b-26b1d4b70c2b,3,12
9bc59eeb-31bd-46ec-b558-26d8f43fa73d,3,2
bebf6540-ee69-43a1-a824-26dbaefdb8ae,5,24
cec4bcf5-69ea-4b91-aad4-26e37f9b5ff7,0,19
87b5724f-f72d-4880-a392-26ea3a60a92f,3,22
0a558f7f-5fae-4772-9cff-271626f05db5,3,24
dbd505bb-3736-44bb-aa9e-271d49cdb018,0,15
aaf243a2-5888-4dd5-9331-271da5a340ed,3,11
59f6a563-02c4-4337-be49-2724901ab7b9,3,20
8db21ac3-c1db-45ea-9d4f-2729caf74af5,1,0
1e385e39-4941-41be-a0b7-273d14a4ef72,3,8
d0bda285-945a-4229-b018-2742803a4201,3,11
2aa67c1c-d8f7-4958-ad3b-274be9211075,4,11
af520ccb-f0b1-4702-b80f-2759f660333d,3,2
8b3323a7-f4b4-445d-906e-2764b3534420,4,15
182c431d-a4cc-48c9-92b2-276a9615d4d0,1,20
c4b8f294-0b80-4b40-aa2c-276b97cb04fc,1,5
e4dc1bc9-40f1-4c6d-8218-27731d17bbda,0,2
c4162688-b5c6-483d-a669-27750fa40f4d,0,0
abaf272f-cec4-4992-bed0-279866bcf980,1,11
10b4dc13-f3d7-42ec-8ba0-27b0fc4ac40c,1,8
540b04c9-a50e-438c-893d-27c709cfb232,0,19
392ea3e6-5b9a-46fa-8e1e-27df4a5abc91,1,5
f5bc82ef-3e52-4600-b514-27e29ea7c8ff,3,23
352e4329-4067-4f44-8b9a-27e7beacca75,0,0
7a045a0a-38bf-4756-95c6-2842777fb871,5,12
091ce95a-3709-449e-8724-2849eb2bb831,0,0
657e366a-1d6a-4501-8069-28765093fadc,1,2
47c864cb-6231-481d-ac01-287a25ada3ca,3,15
e926867b-52bc-47ab-b454-287e2d23335a,2,15
237664e3-d313-444c-ade2-28835fb20735,2,12
9461adb2-ddad-4291-a6df-28d35a19e64f,3,8
3dd571fe-ce98-46db-990b-28db8b8ce62b,3,16
8bd29ce8-5d65-4599-81ae-28dd74beabea,2,7
197877c6-0b0c-44ae-a157-28f86c231f35,3,4
a245d9c2-ae8c-4091-9392-2900e531c289,4,10
4f7a82f6-6abe-4068-9553-291ddcbcc8d6,3,8
47565344-c19d-44c5-bc91-29220c9d832b,3,10
246e699c-04ef-4d7c-8e2f-29282f4b5e00,3,4
b24ad71f-e27f-42e5-8d8f-292f321a2f10,1,2
5be5a982-0632-43de-b04e-293cd97b2a8b,0,1
54062284-3952-4de9-8a57-293f7b09de4f,3,8
267c9f3f-281d-48e4-a67c-296315a4e6d9,3,15
1d1adfa0-bd11-4d89-b312-297d29f035bf,3,2
4e6c7423-b07f-43ec-89ac-298303926760,0,2
4226ca4e-bd4e-48f1-93dd-299ee39035a6,3,1
a7f46b81-2026-488e-9a80-29a70a037212,1,0
d8aecb16-fa1d-41cb-b76b-29b368ad8cc7,1,8
0763f41e-1195-4cb6-b9be-29b54f755fd1,3,5
bafcfd17-d826-4ca3-abfe-29c1f507ec59,1,8
1dc34a8f-f52c-4dd4-9367-29c89291bc71,0,0
ea26570e-a37e-485e-9390-29d46984aaec,4,12
7e56aaa4-e549-4a88-a274-2a01858885d0,0,1
9883c07d-f156-4e17-b90e-2a042212c36d,3,15
e3580fc2-6bcf-472b-aafc-2a1620547ba1,1,2
011afd34-27d8-4d76-9686-2a17f0bc3ae5,3,2
ab03d3f9-ee60-4d10-a618-2a1e55ec4013,0,20
a1b8f6cd-5d11-44bb-88fd-2a2d30e055e0,1,0
c651833f-07a5-459d-bb38-2a3a4c8515bb,4,2
5b25d581-d002-4302-aa79-2a53bb7f73ad,1,11
452f142d-73eb-40e5-8930-2a59437e630d,0,0
13136f36-f886-4893-9327-2a7decfd4b4d,0,16
9b1d9d25-b4bd-4d4c-bc5e-2a7f5932f268,1,15
c28da2e6-8973-4c45-a498-2a9f5b60f1b0,3,7
48beeb68-a5f6-40e4-8404-2aa3de288bc2,3,11
2fc1539a-e928-47ef-8e4e-2aac79ca6494,2,23
98621be9-a4a8-48e4-8cdf-2ad44a1a58f1,3,19
b8a14ba7-3902-4acf-94b5-2adc18b5b131,0,0
725cb31d-4314-42e6-bd05-2ae02d0c9631,3,15
4bb76bb1-ea21-45ed-b31e-2af1285b60c9,0,0
4eeaee31-d822-41b2-b196-2afc8739863f,0,0
0a8b4fa5-5028-4913-ab5d-2afe6e6b495c,3,1
1144bc89-e138-42c5-bae1-2affa0881408,6,11
8b6cf9bc-24ec-437e-9676-2b185f170e78,0,11
d523dbaf-e6d6-47be-8e3c-2b3e6d3a8dff,1,1
60bbd98e-f86e-4253-97ce-2b42d50e4efd,1,20
ee348d5c-b382-4d81-900f-2b62fed92689,3,24
1790f15f-72dd-4832-9ff1-2b6a59a2f541,1,0
d2a66919-94a6-4be5-beb3-2b93c81bc6c5,3,15
6de41425-6416-42e2-b9aa-2bac0b835eb9,1,1
af6fb8e9-fb48-4295-8424-2bbcd46e462a,2,19
4ef795bc-ee41-4d7f-962b-2bf23b5be062,1,0
4c1596d9-d723-4978-9642-2c030f366d6d,3,14
eac02f9f-3d32-426f-90f6-2c0a087298f7,3,16
6cf12185-2b97-4c5a-a9cf-2c10faa5f7de,1,17
bd011349-c1e9-4159-b591-2c13a84988b2,4,10
9aa57da0-006e-4d2c-b675-2c1b62ffed99,2,20
d9559e18-ac84-4fc1-b12f-2c1ea9254a4b,2,1
18a82bfb-4b1d-4d3b-adab-2c2cf3dc7a04,3,17
a2e5ae6c-a398-4353-a234-2c3a59b53c2f,1,5
cde0c6d1-9634-42f3-9ce0-2c3af0024da5,4,4
d4fb95ad-578f-4c59-9d61-2c420ac6df0f,3,12
12d76bd4-3627-4066-bcd7-2c58e11e748e,3,5
8a8d8127-1de6-431b-8a64-2c694d165ca2,3,15
6176b6f4-5c07-49cb-ac43-2c7033962c29,0,10
b56b2c72-c69c-4707-91b3-2c849248849f,0,0
ac174897-0329-47c7-a5cf-2c9969745fb4,3,11
08335f1c-5517-44e5-ba31-2cacfe2e777d,1,0
47c7abed-d0f5-49d0-a639-2cb08e60cb7a,1,0
3bda5426-66b4-4651-8b09-2cbb46901a28,0,0
ca235620-a1f6-4d39-9fe7-2cde46cfdb0f,3,19
25f0d2d6-7409-4901-adfe-2cfb85df9f83,3,15
ae495984-7843-455b-aa67-2cfb92e007d9,3,8
75d0f531-09f9-4b09-81f7-2d07a1cccf43,4,2
7326e351-a32b-4010-b98b-2d3882cc2d5d,1,16
0c532bd0-f72c-402c-bb69-2d59c93a526d,0,11
f5f5138c-9012-46ed-aa3d-2d63759a61ed,4,2
65aa57c1-8d52-4b1b-9283-2d8cbe0c2856,3,5
0ce9fc97-d80b-47a0-9e3b-2db8dfedc536,3,12
9df7b1d6-7e6b-44a9-8d1e-2dc4d025bb91,2,11
9b1d1d7e-d256-48be-b171-2dccbb55e8cc,3,24
ebc64a09-5152-423a-947b-2dd63796feda,2,21
0b48de02-6da8-47eb-af86-2e0d1265ec31,3,19
187280ac-dcb9-439b-989a-2e1d586163f3,4,12
276adabf-a939-4dd2-9db5-2e2b315623d3,6,1
7c89186e-abad-455c-b5fb-2e4a9e0d1bdb,1,16
eec0c8b0-6f30-4291-aae1-2e4aa47a3344,3,15
9b340317-25e1-4c21-a111-2e50275085e7,0,5
67115beb-e287-4e32-892d-2e74f6348b9a,0,1
26a0088f-606d-4337-b166-2e78de6bd303,0,15
1644eaa2-026c-4118-b39f-2e7a30c1b3e4,3,1
1b67cbb9-e520-4d87-b013-2e8cc4e507ed,0,5
feba9066-2cb9-4a25-919d-2e92708654ee,3,22
a936fdcf-2daf-41cd-9f1e-2e9507805233,1,2
3877c8c9-7165-4251-9e31-2e9c003c7583,1,2
ec699229-fb62-4ae4-aec1-2ed264dbc5c2,4,2
e3247417-9f2b-4279-8013-2ed3d6bc82ab,4,11
b25479a0-68ba-44f9-a83e-2ed6709d4cc6,3,12
f184047e-9d15-456f-9513-2ef495ccf1aa,4,15
a19d3f74-1dce-4203-b494-2f1c4ab74fc8,3,6
c3a63159-1c3d-4ab4-a19f-2f1d7885012f,0,11
c3b822ba-6450-4c11-9e3a-2f3bf7f3b28b,0,0
f59f6ac9-7a09-4ed5-b7c4-2f3f2551b28e,1,1
d1376b96-5514-4e4b-befc-2f50cd68ebff,4,1
9ba12586-becb-451f-811d-2f597d2597b2,1,19
77fac219-d0b3-41c3-82aa-2f5c9d948944,3,20
60f81339-e261-4680-9efb-2f5e03be70c4,0,0
4ff0f9c5-edcc-4836-8d68-2f67a26a3392,3,1
01af4bb6-0018-4921-8ff6-2f88a2524753,0,0
4abe3877-111a-4cab-974f-2f92c9738872,0,0
70ac2c95-38e8-4493-a13c-2f94cf5980f7,3,24
d22bba21-a238-463d-90aa-2fa331edc9cf,3,8
044a0089-54c7-4296-a942-2fbc9c281f7c,3,1
d873f9c0-952c-405e-b71e-2fd37c789b09,0,11
62bc0dee-b3e6-4c7c-9e99-2fd6ed7e60da,3,4
7203809f-4210-480c-9ceb-2fd90e8a8bb3,2,7
7f7fca52-00f5-4f8c-ac43-30075f4f333d,3,17
f93e2324-472f-4a0d-a9e6-301c6753be36,3,1
2718f429-0efe-4a14-a719-303a911a01fc,1,0
9547249f-656b-489f-9606-304b05d3cfbd,3,2
f50a2d2d-9a45-4c28-b4ff-30552628ac9e,1,19
6c0573c7-cc7c-459c-a578-305623b3fefc,1,11
fe1e1d0f-06cc-42c9-896f-30831544f119,3,11
70ca42d8-7fc0-42c8-9278-308c6395b793,4,5
114ec579-249c-4f21-81ef-30a7a50f4a46,0,11
de6264c4-5a70-40d3-80aa-30b00b045e0f,4,8
5b54cbe2-edb5-43ca-b5ce-30bc7e14b7ed,3,5
5295ae1b-8cbe-4ac5-b39a-30c829e5c135,1,6
098f6587-0d67-49e1-a586-30d37b77608f,1,0
1323a6ba-7455-4ddc-b8cf-30e26fd7c319,2,5
04c34cc0-5c36-4f9e-84c1-30e5f160a7f1,0,2
bad26106-bc00-4297-8868-31024698e80c,1,12
99f9de6f-f1c1-4eb7-bccc-31035c82c4c9,0,0
90105251-0ddb-4d40-9c9f-3119a79e759d,0,0
992a260a-aa27-4a73-ba75-311d2cea4ddc,0,5
99b7fa8f-69a0-4b2c-b218-3123891aba43,1,20
09780375-20c1-43ef-b91d-313832cebff1,1,16
0394ac34-c177-4a9e-b459-31448ded7775,0,7
762b983a-a2c4-44bb-ac36-314b0bbedd3d,0,1
3d9d6088-edcd-4453-8ceb-3152dbc88031,3,5
0e66e383-79b1-48f5-9716-318282a14c2e,3,15
b0663174-8cfb-4f1f-95ae-31852108fa85,1,20
b9ec44f2-2b20-4f53-a2eb-318e7eed3150,2,0
45902ec7-51b2-48e3-9046-31b37d25c9a1,3,5
e4b77d6c-2b29-45b6-8fb3-31b849de3b0a,0,2
5e63065a-1f34-4e1f-a1f2-31bb3e89373a,0,0
c7bb8775-d8a5-43c2-976b-31da0c4c9fd1,1,0
e13475cb-2833-4f1a-bfe8-31e2c0ca5e03,0,2
682ff78f-2e61-4167-aa35-31e9f12bd607,2,15
59de1336-d25d-407f-8627-31f5dd7a18fc,3,12
37288bdc-cfc8-4e1a-b0bd-320bcd214bb7,1,8
dbefe552-b96e-4907-9635-321a11108b7b,0,0
d40ddbbd-b410-41f3-9ee2-321a8ca524fd,1,5
ed63571b-7fd0-41c0-b948-3224e50e2422,1,6
0206bdc8-50c4-40aa-baa5-324feee17997,2,5
a45b0c06-feed-4334-8b40-325f868c0301,4,19
47b586f8-dc8c-4a38-a78f-3268dc143ec0,0,0
3953b5a3-a50b-4c3e-b319-326dae1387ae,0,1
3a7ee73b-7342-4c32-a372-326e821a8976,0,1
b7c42b34-ccb5-48ee-85fd-3276e5319c03,3,11
ad92e6a1-a140-4073-b8b4-327bfb95b113,0,0
d71b2ed3-309d-47ed-b230-327e448ec04b,0,5
844f6eff-24ed-499a-8ede-329f54644cf3,1,11
8dd51904-5362-4fb4-9330-32a466220939,0,0
ce828404-8245-47df-80e5-32abefcde8c0,0,15
76686ebd-bdf0-4892-9ae7-32ad7bd2412c,0,0
40864d0c-4962-4438-b99a-32bab993ad31,0,1
55f7ff80-11e9-4643-8af7-32bbb4f3960d,3,2
6641d0ae-ddbc-4393-96ec-32bc2f890a7b,0,0
5d99324d-79a3-4682-a2f4-32c13cb4b5d9,1,7
90753368-46af-4ab8-bc1c-32cd21d8738f,3,1
75d373cd-9b41-4994-93b2-32e4dcf70130,4,1
283bf6f8-d954-4d6b-b271-32ea68f747a6,4,8
4ced0204-96d0-4eb0-b964-32ec18923864,3,17
859950d8-e927-4480-83e1-32edd7669cf7,1,11
7c59e43a-0a80-4d65-88a2-3303a77dd79f,4,19
9c0f9e31-c949-4646-af81-3310f46501c8,0,0
ebb71ddb-dca0-4d61-8207-332107b8c22b,4,11
0197e0c1-a2b9-406f-a3be-33467c91790e,3,12
91e35c7d-11c5-411f-b81b-334cfee699a6,3,5
640fa355-7fd8-4555-9010-336453f44930,3,12
20529ba7-ce91-4404-9e05-3374891cd235,0,1
a7b7b826-94b3-4d7c-bcf3-337b5b2b81a9,3,2
b6b4d438-d8e5-4f60-aff6-3386d2be06a5,1,0
8470d000-c9c7-444c-902f-33886b6989cb,3,17
550d1b5c-281d-4662-8038-338f7922300c,1,1
7e54e04a-13b3-489f-99fe-33a70ad4acf8,3,16
c5cd9977-6d09-4993-a256-33caa02e9c05,3,15
7d172139-a1cb-41df-993b-33d0a3e371d8,0,11
879aae0c-596c-4bff-a5e5-33ed10ba84f6,1,2
44058105-4898-435d-85a6-33f17d0e11a3,3,1
8f88789f-b3d1-4c5b-a52d-33f2901b268e,3,8
d9b7ddd5-a7e1-4e9e-bafa-33fa1e5425f5,3,15
4bfb3495-b0cc-4a13-98b0-33feb3f7013f,0,8
47c264ae-95f6-4c68-b559-342943e64d11,1,2
519ba0bb-ed48-4fe3-ade8-3441e538a684,0,19
3db8849b-90aa-4419-b138-344572ffaec1,3,17
9661b688-d1d9-4bb6-91a2-3481ee50991a,3,20
07d31ee7-54d6-4765-8206-348329e578f8,3,11
86634f81-dcde-4d28-8c7c-34875a32f236,0,5
a31da445-5230-42d5-9af1-348a050c284d,3,20
c7efd449-7032-4df4-90af-348ff55de665,1,11
bdbf487c-2e80-4e1e-81ed-349d5e87377a,4,19
ebb9e38e-ef06-404c-9ee1-34a4847cbd90,4,2
25a7085b-3b19-4137-9cbd-34af01a5ff49,0,7
c6869ef0-71fa-4b27-bea2-34de945f853f,0,0
6cb71391-2937-4bca-a3a6-34ec54f5a858,3,17
4a1063cd-d3fa-47db-af6c-34ed168f86a5,1,0
8810cfb8-15ff-4c45-827c-350f566a53af,5,12
25cda299-31fd-4292-abec-35176aad64d8,3,8
e4c3e497-a248-4a91-9c68-35258f18d3bb,3,15
7e36d16f-bc3c-4495-9296-3539b1493569,1,0
1a271a2a-545b-4ff7-b876-3543a673e97f,1,15
c5262887-c6be-4e4f-a186-3550c4195a21,3,11
9421bf28-1950-4e0e-a697-3552323a498c,1,15
c75b940d-e950-4362-a457-3553311bb8c2,3,6
866464a7-24d5-4ef6-becd-355ae26cdbed,1,4
4d5c18fb-9039-41fc-ab0c-3569ea3a9891,2,14
cb588c4d-e055-4df6-b423-3569f45a5f3f,2,2
d3486dd3-466a-4702-8659-356c901f319c,0,11
a179f4b6-40e2-457d-9441-3571a254c39d,3,5
84159331-15cd-4359-9f91-3571a7006329,0,11
0e5c1738-a1fa-4b3a-8eb2-3580ecc69796,2,0
1b61e3e0-8b18-425d-b933-35916e1775f5,1,0
91bde1e1-94cb-45f8-91da-3595af00cc34,3,19
9129760c-d835-455b-ba36-359cba69e24b,0,0
3885441a-4396-49b9-8214-35af1a3f7bf8,3,20
3f84a279-6a1f-4ab3-859e-35c91e80ff61,1,5
3d9e48c4-9d1e-4cd4-b6a7-35e9d9abedd3,0,0
47a0a6b1-5230-4992-88cf-360aff362c98,0,0
64971feb-bd27-4979-b227-3616ab7dc575,0,6
ef5d14d2-94ba-43fc-b2ec-362e99bad4aa,2,4
fe74a0d8-c874-4b8a-be32-364177112335,3,12
ad21f0da-d0ac-4b7f-963f-3654c2c3f63e,2,7
240444a0-3cfc-4785-b17a-365635b83c24,1,11
121475e0-142d-4687-8362-366e4255cdec,0,0
20080c8e-4645-4025-a8f5-3673a6e3fd92,0,1
5f472d29-f085-4696-8d98-368e40f75dd0,3,15
044a33eb-e152-4417-a99c-36a70da8874a,3,1
c8bf1502-b4e1-4280-8cb1-36b18da682d1,3,11
f3da2f18-73e6-47f6-9b81-371a261a33f3,3,11
489a873b-09a5-4c9b-9f16-37253bac6a20,2,14
d3159026-5517-456e-a30b-3734d970aad9,1,8
a1cc1529-7c3b-42d7-bb68-374ca923cebd,3,11
a17cfe09-88f8-4222-982e-3750cbd3ed57,1,19
4c2894cc-5e89-4cc1-b57b-37611bc6eafb,5,2
b4e6fd10-f2bb-4b9f-ac4e-377c2b776612,3,15
858d6d4d-17bf-44e0-8a87-377ed6c69539,4,2
5c8db508-c6d4-4e92-94a2-3780df726578,0,0
b2a6978f-55ce-445b-88bd-37c5dd209ab9,2,15
5608d488-50df-49da-82ac-37d49b8e3313,3,6
a8687533-d46e-436c-9e3b-37d959b5bc14,4,1
53bbbd55-f880-4480-8900-37e4a8f281ee,3,20
a9df7fb9-ac39-49ae-a473-37e5a72375c2,3,11
a38c6e19-c4a3-4ef6-8b2d-37f90881236a,1,5
fb4f080d-9cc1-4503-8c7b-3830cb1a4a60,0,1
05e93012-0f97-4a9e-ba86-3831c9fc0ab3,0,0
f40033ef-ccc8-430a-8298-385748af6a6e,1,21
7a7d18fa-376c-4431-8ef6-387bff49ec0b,0,0
1854f15e-c690-4291-96e4-3891ad3bf68c,3,20
9400d81d-da8e-4863-8ad3-3894c41f9575,3,2
71139531-719d-4eed-99fd-389cc9d006c0,3,20
394aaf12-ae2a-4a88-8324-38af601b7315,0,0
a42c6297-744a-456f-a000-38bfc97617b4,4,11
3a0cf1f2-88c7-4902-bfaf-38cc1e5bd8d7,4,2
580721b5-24cb-4682-ac34-38d340291205,1,18
5fbd1a0a-c9f7-4136-bfe7-38dcc9beb618,3,15
561aef16-fbaa-41c7-aa26-38ec565ad0f2,3,6
7384de51-0891-4965-83e4-38f10cb8945b,1,0
f00bd56c-9c31-4356-ba9a-38f54ee1016f,1,0
a8fa9d1e-21fd-426a-ba88-390c0acd1d02,0,0
cd71fafe-7b89-470c-b4f5-3913e2c863e1,0,2
9dce3275-e924-4da8-b8b8-391a2e2b66a7,3,12
6a37ec7e-a6de-4724-87b1-392a2165abd4,2,12
652b5a54-946d-489e-a8e8-396037f1f7bf,2,23
0a76376a-da38-4a19-99a2-3963f87fd617,4,6
fe05ac25-718c-4ebf-a551-3985dbb63d9d,3,12
66c688c2-816a-49ae-be66-3992aa3394c6,3,8
d631e758-8c6b-4b82-b4b7-39a28e3c651b,2,0
